Term,es,nes,pval,fdr,gene_set_size,matched_size,genes
USER_SET,0.283237260058,1.41231236156,0.0249554367201,0.0249554367201,100,100,"50853,10232,132112,645832,126259,3212,200558,283777,5197,388381,10331,56156,400456,1262,2703,338567,145264,140625,124975,158724,128854,159162,119749,170627,402381,146429,146857,101,117532,53833,113540,85302,3080,4051,122876,347404,131177,653240,1822,7038,353515,54869,28983,285971,795,81696,10895,84922,285740,51291,79092,11254,144501,84461,80346,84138,257396,51480,100129935,129138,1415,4582,64591,199953,9726,54660,9742,3770,57235,150726,56145,100130418,51054,2027,727956,57549,548593,115749,84876,196446,23163,9894,90673,404281,441461,56124,9986,56127,84126,192683,445329,29104,125919,388152,56125,55159,440348,55131,841,3710"
