Term,es,nes,pval,fdr,gene_set_size,matched_size,genes
USER_SET,0.351550155311,1.38489639101,0.0601769911504,0.0601769911504,36,36,"3764,6275,894,2260,5104,7056,6372,7076,5553,5196,8993,3714,4060,6578,6781,1290,4487,1281,7448,1462,7422,4043,4973,11167,351,27242,350,4023,10631,5154,3685,182,6696,8829,7410,5747"
